From,To,Relationship
K2_323,HV2_323,Quy định
K2_323,OR2_323,Cần điều kiện
OR2_323,P2A_323,Gồm
OR2_323,P2B_323,Gồm
OR2_323,P2C_323,Gồm
OR2_323,P2D_323,Gồm
OR2_323,P2DD_323,Gồm
OR2_323,HP2_323,Áp dụng
D323,K3_323,Gồm
K3_323,HV3_323,Quy định
K3_323,OR3_323,Cần điều kiện
OR3_323,P3A_323,Gồm
OR3_323,P3B_323,Gồm
OR3_323,HP3_323,Áp dụng
D323,K4_323,Gồm
K4_323,HV4_323,Quy định
K4_323,OR4_323,Cần điều kiện
OR4_323,P4A_323,Gồm
OR4_323,P4B_323,Gồm
OR4_323,HP4_323,Áp dụng
D323,K5_323,Gồm
K5_323,HV5_323,Quy định
K5_323,HP5_323,Áp dụng
D324,K1_324,Gồm
K1_324,HV1_324,Quy định
K1_324,OR1_324,Cần điều kiện
OR1_324,P1A_324,Gồm
OR1_324,P1B_324,Gồm
OR1_324,P1C_324,Gồm
OR1_324,P1D_324,Gồm
OR1_324,HP1_324,Áp dụng
D324,K2_324,Gồm
K2_324,HV2_324,Quy định
K2_324,OR2_324,Cần điều kiện
OR2_324,P2A_324,Gồm
OR2_324,P2B_324,Gồm
OR2_324,P2C_324,Gồm
OR2_324,P2D_324,Gồm
OR2_324,P2DD_324,Gồm
OR2_324,P2E_324,Gồm
OR2_324,P2G_324,Gồm
OR2_324,P2H_324,Gồm
OR2_324,HP2_324,Áp dụng
D324,K3_324,Gồm
K3_324,HV3_324,Quy định
K3_324,OR3_324,Cần điều kiện
OR3_324,P3A_324,Gồm
OR3_324,P3B_324,Gồm
OR3_324,P3C_324,Gồm
OR3_324,HP3_324,Áp dụng
D324,K4_324,Gồm
K4_324,HV4_324,Quy định
K4_324,HP4_324,Áp dụng
D324,K5_324,Gồm
K5_324,HV5_324,Quy định
K5_324,HP5_324,Áp dụng
D324,K6_324,Gồm
K6_324,HV6_324,Quy định
K6_324,OR6_324,Cần điều kiện
OR6_324,P6A_324,Gồm
OR6_324,P6B_324,Gồm
OR6_324,P6C_324,Gồm
OR6_324,P6D_324,Gồm
OR6_324,P6DD_324,Gồm
OR6_324,HP6_324,Áp dụng
D325,K1_325,Gồm
K1_325,HV1_325,Quy định
K1_325,OR1_325,Cần điều kiện
OR1_325,P1A_325,Gồm
OR1_325,P1B_325,Gồm
OR1_325,P1C_325,Gồm
OR1_325,HP1_325,Áp dụng
D325,K2_325,Gồm
K2_325,HV2_325,Quy định
K2_325,OR2_325,Cần điều kiện
OR2_325,P2A_325,Gồm
OR2_325,P2B_325,Gồm
OR2_325,P2C_325,Gồm
OR2_325,P2D_325,Gồm
OR2_325,P2DD_325,Gồm
OR2_325,HP2_325,Áp dụng
D325,K3_325,Gồm
K3_325,HV3_325,Quy định
K3_325,HP3_325,Áp dụng
D326,K1_326,Gồm
K1_326,HV1_326,Quy định
K1_326,OR1_326,Cần điều kiện
OR1_326,P1A_326,Gồm
OR1_326,P1B_326,Gồm
OR1_326,P1C_326,Gồm
OR1_326,P1D_326,Gồm
OR1_326,P1DD_326,Gồm
OR1_326,HP1_326,Áp dụng
D326,K2_326,Gồm
K2_326,HV2_326,Quy định
K2_326,OR2_326,Cần điều kiện
OR2_326,P2A_326,Gồm
OR2_326,P2B_326,Gồm
OR2_326,P2C_326,Gồm
OR2_326,P2D_326,Gồm
OR2_326,P2DD_326,Gồm
OR2_326,P2E_326,Gồm
OR2_326,P2G_326,Gồm
OR2_326,P2H_326,Gồm
OR2_326,HP2_326,Áp dụng
D326,K3_326,Gồm
K3_326,HV3_326,Quy định
K3_326,OR3_326,Cần điều kiện
OR3_326,P3A_326,Gồm
OR3_326,P3B_326,Gồm
OR3_326,P3C_326,Gồm
OR3_326,P3D_326,Gồm
OR3_326,HP3_326,Áp dụng
D326,K4_326,Gồm
K4_326,HV4_326,Quy định
K4_326,HP4_326,Áp dụng
C21,D327,Gồm
C21,D328,Gồm
C21,D329,Gồm
D327,K1_327,Gồm
K1_327,HV1_327,Quy định
K1_327,HP1_327,Áp dụng
D327,K2_327,Gồm
K2_327,HV2_327,Quy định
K2_327,OR2_327,Cần điều kiện
OR2_327,P2A_327,Gồm
OR2_327,P2B_327,Gồm
OR2_327,P2C_327,Gồm
OR2_327,P2D_327,Gồm
OR2_327,P2DD_327,Gồm
OR2_327,P2E_327,Gồm
OR2_327,P2G_327,Gồm
OR2_327,P2H_327,Gồm
OR2_327,HP2_327,Áp dụng
D327,K3_327,Gồm
K3_327,HV3_327,Quy định
K3_327,OR3_327,Cần điều kiện
OR3_327,P3A_327,Gồm
OR3_327,P3B_327,Gồm
OR3_327,P3C_327,Gồm
OR3_327,HP3_327,Áp dụng
D327,K4_327,Gồm
K4_327,HV4_327,Quy định
K4_327,OR4_327,Cần điều kiện
OR4_327,P4A_327,Gồm
OR4_327,P4B_327,Gồm
OR4_327,P4C_327,Gồm
OR4_327,HP4_327,Áp dụng
D327,K5_327,Gồm
K5_327,HV5_327,Quy định
K5_327,HP5_327,Áp dụng
D328,K1_328,Gồm
K1_328,HV1_328,Quy định
K1_328,HP1_328,Áp dụng
D328,K2_328,Gồm
K2_328,HV2_328,Quy định
K2_328,OR2_328,Cần điều kiện
OR2_328,P2A_328,Gồm
OR2_328,P2B_328,Gồm
OR2_328,P2C_328,Gồm
OR2_328,P2D_328,Gồm
OR2_328,P2DD_328,Gồm
OR2_328,P2E_328,Gồm
OR2_328,P2G_328,Gồm
OR2_328,HP2_328,Áp dụng
D328,K3_328,Gồm
K3_328,HV3_328,Quy định
K3_328,OR3_328,Cần điều kiện
OR3_328,P3A_328,Gồm
OR3_328,P3B_328,Gồm
OR3_328,HP3_328,Áp dụng
D328,K4_328,Gồm
K4_328,HV4_328,Quy định
K4_328,HP4_328,Áp dụng
D329,K1_329,Gồm
K1_329,HV1_329,Quy định
K1_329,HP1_329,Áp dụng
D329,K2_329,Gồm
K2_329,HV2_329,Quy định
K2_329,OR2_329,Cần điều kiện
OR2_329,P2A_329,Gồm
OR2_329,P2B_329,Gồm
OR2_329,P2C_329,Gồm
OR2_329,HP2_329,Áp dụng
D329,K3_329,Gồm
K3_329,HV3_329,Quy định
K3_329,OR3_329,Cần điều kiện
OR3_329,P3A_329,Gồm
OR3_329,P3B_329,Gồm
OR3_329,HP3_329,Áp dụng
D329,K4_329,Gồm
K4_329,HV4_329,Quy định
K4_329,HP4_329,Áp dụng
