ID,Name,Label,Content
D52_K1_Dd,Điểm d Khoản 1 Điều 52,Điểm,Phạm tội có tính chất côn đồ;
D52_K1_De,Điểm e Khoản 1 Điều 52,Điểm,Cố tình thực hiện tội phạm đến cùng;
D52_K1_Dg,Điểm g Khoản 1 Điều 52,Điểm,Phạm tội 02 lần trở lên;
D52_K1_Dh,Điểm h Khoản 1 Điều 52,Điểm,Tái phạm hoặc tái phạm nguy hiểm;
D52_K1_Di,Điểm i Khoản 1 Điều 52,Điểm,"Phạm tội đối với người dưới 16 tuổi, phụ nữ có thai hoặc[19] người đủ 70 tuổi trở lên;"
D52_K1_Dk,Điểm k Khoản 1 Điều 52,Điểm,"Phạm tội đối với người ở trong tình trạng không thể tự vệ được, người khuyết tật nặng hoặc khuyết tật đặc biệt nặng, người bị hạn chế khả năng nhận thức hoặc người lệ thuộc mình về mặt vật chất, tinh thần, công tác hoặc các mặt khác;"
D52_K1_Dl,Điểm l Khoản 1 Điều 52,Điểm,"Lợi dụng hoàn cảnh chiến tranh, tình trạng khẩn cấp, thiên tai, dịch bệnh hoặc những khó khăn đặc biệt khác của xã hội để phạm tội;"
D52_K1_Dm,Điểm m Khoản 1 Điều 52,Điểm,"Dùng thủ đoạn tinh vi, xảo quyệt hoặc[20] tàn ác để phạm tội;"
D52_K1_Dn,Điểm n Khoản 1 Điều 52,Điểm,Dùng thủ đoạn hoặc[21] phương tiện có khả năng gây nguy hại cho nhiều người để phạm tội;
D52_K1_Do,Điểm o Khoản 1 Điều 52,Điểm,Xúi giục người dưới 18 tuổi phạm tội;
D52_K1_Dp,Điểm p Khoản 1 Điều 52,Điểm,Có hành động xảo quyệt hoặc hung hãn nhằm trốn tránh hoặc che giấu tội phạm.
D52_K1_Dđ,Điểm đ Khoản 1 Điều 52,Điểm,Phạm tội vì động cơ đê hèn;
D52_K2,Khoản 2 Điều 52,Khoản,Các tình tiết đã được Bộ luật này quy định là dấu hiệu định tội hoặc định khung hình phạt thì không được coi là tình tiết tăng nặng.
D53,"Tái phạm, tái phạm nguy hiểm",Điều,"Tái phạm, tái phạm nguy hiểm"
D53_K1,Khoản 1 Điều 53,Khoản,"Tái phạm là trường hợp đã bị kết án, chưa được xóa án tích mà lại thực hiện hành vi phạm tội do cố ý hoặc thực hiện hành vi phạm tội về tội phạm rất nghiêm trọng, tội phạm đặc biệt nghiêm trọng do vô ý."
D53_K2,Khoản 2 Điều 53,Khoản,Những trường hợp sau đây được coi là tái phạm nguy hiểm:
D53_K2_Da,Điểm a Khoản 2 Điều 53,Điểm,"Đã bị kết án về tội phạm rất nghiêm trọng, tội phạm đặc biệt nghiêm trọng do cố ý, chưa được xóa án tích mà lại thực hiện hành vi phạm tội về tội phạm rất nghiêm trọng, tội phạm đặc biệt nghiêm trọng do cố ý;"
D53_K2_Db,Điểm b Khoản 2 Điều 53,Điểm,"Đã tái phạm, chưa được xóa án tích mà lại thực hiện hành vi phạm tội do cố ý."
D54,Quyết định hình phạt dưới mức thấp nhất của khung hình phạt được áp dụng,Điều,Quyết định hình phạt dưới mức thấp nhất của khung hình phạt được áp dụng
D54_K1,Khoản 1 Điều 54,Khoản,Tòa án có thể quyết định một hình phạt dưới mức thấp nhất của khung hình phạt được áp dụng nhưng phải trong khung hình phạt liền kề nhẹ hơn của điều luật khi người phạm tội có ít nhất hai tình tiết giảm nhẹ quy định tại khoản 1 Điều 51 của Bộ luật này.
D54_K2,Khoản 2 Điều 54,Khoản,Tòa án có thể quyết định một hình phạt dưới mức thấp nhất của khung hình phạt được áp dụng nhưng không bắt buộc phải trong khung hình phạt liền kề nhẹ hơn của điều luật đối với người phạm tội lần đầu là người giúp sức trong vụ án đồng phạm nhưng có vai trò không đáng kể.
D54_K3,Khoản 3 Điều 54,Khoản,"Trong trường hợp có đủ các điều kiện quy định tại khoản 1 hoặc khoản 2 Điều này nhưng điều luật chỉ có một khung hình phạt hoặc khung hình phạt đó là khung hình phạt nhẹ nhất, thì Tòa án có thể quyết định hình phạt dưới mức thấp nhất của khung hình phạt hoặc chuyển sang một hình phạt khác thuộc loại nhẹ hơn. Lý do của việc giảm nhẹ phải được ghi rõ trong bản án."
D55,Quyết định hình phạt trong trường hợp phạm nhiều tội Khi xét xử cùng 01 lần một...,Điều,"Quyết định hình phạt trong trường hợp phạm nhiều tội Khi xét xử cùng 01 lần một người phạm nhiều tội, Tòa án quyết định hình phạt đối với từng tội và tổng hợp hình phạt theo quy định sau đây:"
D55_K1,Khoản 1 Điều 55,Khoản,Đối với hình phạt chính:
D55_K1_Da,Điểm a Khoản 1 Điều 55,Điểm,"Nếu các hình phạt đã tuyên cùng là cải tạo không giam giữ hoặc cùng là tù có thời hạn, thì các hình phạt đó được cộng lại thành hình phạt chung; hình phạt chung không được vượt quá 03 năm đối với hình phạt cải tạo không giam giữ, 30 năm đối với hình phạt tù có thời hạn;"
D55_K1_Db,Điểm b Khoản 1 Điều 55,Điểm,"Nếu các hình phạt đã tuyên là cải tạo không giam giữ, tù có thời hạn, thì hình phạt cải tạo không giam giữ được chuyển đổi thành hình phạt tù theo tỷ lệ cứ 03 ngày cải tạo không giam giữ được chuyển đổi thành 01 ngày tù để tổng hợp thành hình phạt chung theo quy định tại điểm a khoản 1 Điều này;"
D55_K1_Dc,Điểm c Khoản 1 Điều 55,Điểm,Nếu hình phạt nặng nhất trong số các hình phạt đã tuyên là tù chung thân thì hình phạt chung là tù chung thân;
D55_K1_Dd,Điểm d Khoản 1 Điều 55,Điểm,Nếu hình phạt nặng nhất trong số các hình phạt đã tuyên là tử hình thì hình phạt chung là tử hình;
D55_K1_De,Điểm e Khoản 1 Điều 55,Điểm,Trục xuất không tổng hợp với các loại hình phạt khác.
D55_K1_Dđ,Điểm đ Khoản 1 Điều 55,Điểm,Phạt tiền không tổng hợp với các loại hình phạt khác; các khoản tiền phạt được cộng lại thành hình phạt chung;
D55_K2,Khoản 2 Điều 55,Khoản,Đối với hình phạt bổ sung:
D55_K2_Da,Điểm a Khoản 2 Điều 55,Điểm,Nếu các hình phạt đã tuyên là cùng loại thì hình phạt chung được quyết định trong giới hạn do Bộ luật này quy định đối với loại hình phạt đó; riêng đối với hình phạt tiền thì các khoản tiền phạt được cộng lại thành hình phạt chung;
D55_K2_Db,Điểm b Khoản 2 Điều 55,Điểm,Nếu các hình phạt đã tuyên là khác loại thì người bị kết án phải chấp hành tất cả các hình phạt đã tuyên.
D56,Tổng hợp hình phạt của nhiều bản án,Điều,Tổng hợp hình phạt của nhiều bản án
D56_K1,Khoản 1 Điều 56,Khoản,"Trong trường hợp một người đang phải chấp hành một bản án mà lại bị xét xử về tội đã phạm trước khi có bản án này, thì Tòa án quyết định hình phạt đối với tội đang bị xét xử, sau đó quyết định hình phạt chung theo quy định tại Điều 55 của Bộ luật này. Thời gian đã chấp hành hình phạt của bản án trước được trừ vào thời hạn chấp hành hình phạt chung."
D56_K2,Khoản 2 Điều 56,Khoản,"Khi xét xử một người đang phải chấp hành một bản án mà lại thực hiện hành vi phạm tội mới, Tòa án quyết định hình phạt đối với tội mới, sau đó tổng  hợp với phần hình phạt chưa chấp hành của bản án trước rồi quyết định hình phạt chung theo quy định tại Điều 55 của Bộ luật này."
D56_K3,Khoản 3 Điều 56,Khoản,"Trong trường hợp một người phải chấp hành nhiều bản án đã có hiệu lực pháp luật mà các hình phạt của các bản án chưa được tổng hợp, thì Chánh án Tòa án có thẩm quyền ra quyết định tổng hợp hình phạt của các bản án theo quy định tại khoản 1 và khoản 2 Điều này."
D57,"Quyết định hình phạt trong trường hợp chuẩn bị phạm tội, phạm tội chưa đạt",Điều,"Quyết định hình phạt trong trường hợp chuẩn bị phạm tội, phạm tội chưa đạt"
D57_K1,Khoản 1 Điều 57,Khoản,"Đối với hành vi chuẩn bị phạm tội và hành vi phạm tội chưa đạt, hình phạt được quyết định theo các điều của Bộ luật này về các tội phạm tương ứng tùy theo tính chất, mức độ nguy hiểm cho xã hội của hành vi, mức độ thực hiện ý định phạm tội và những tình tiết khác khiến cho tội phạm không thực hiện được đến cùng."
D57_K2,Khoản 2 Điều 57,Khoản,"Đối với trường hợp chuẩn bị phạm tội, hình phạt được quyết định trong phạm vi khung hình phạt được quy định trong các điều luật cụ thể."
D57_K3,Khoản 3 Điều 57,Khoản,"Đối với trường hợp phạm tội chưa đạt, nếu điều luật được áp dụng có quy định hình phạt cao nhất là tù chung thân hoặc tử hình thì áp dụng hình phạt tù không quá 20 năm; nếu là tù có thời hạn thì mức hình phạt không quá ba phần tư mức phạt tù mà điều luật quy định."
D58,Quyết định hình phạt trong trường hợp đồng phạm Khi quyết định hình phạt đối...,Điều,"Quyết định hình phạt trong trường hợp đồng phạm Khi quyết định hình phạt đối với những người đồng phạm, Tòa án phải xét đến tính chất của đồng phạm, tính chất và mức độ tham gia phạm tội của từng người đồng phạm. Các tình tiết giảm nhẹ, tăng nặng hoặc loại trừ trách nhiệm hình sự thuộc người đồng phạm nào, thì chỉ áp dụng đối với người đó."
D59,Miễn hình phạt Người phạm tội có thể được miễn hình phạt nếu thuộc trường hợp...,Điều,"Miễn hình phạt Người phạm tội có thể được miễn hình phạt nếu thuộc trường hợp quy định tại khoản 1 và khoản 2 Điều 54 của Bộ luật này mà đáng được khoan hồng đặc biệt nhưng chưa đến mức được miễn trách nhiệm hình sự. THỜI HIỆU THI HÀNH BẢN ÁN, MIỄN CHẤP HÀNH HÌNH PHẠT, GIẢM THỜI HẠN CHẤP HÀNH HÌNH PHẠT"
D60,Thời hiệu thi hành bản án,Điều,Thời hiệu thi hành bản án
D60_K1,Khoản 1 Điều 60,Khoản,"Thời hiệu thi hành bản án hình sự là thời hạn do Bộ luật này quy định mà khi hết thời hạn đó người bị kết án, pháp nhân thương mại bị kết án không phải chấp hành bản án đã tuyên."
D60_K2,Khoản 2 Điều 60,Khoản,Thời hiệu thi hành bản án hình sự đối với người bị kết án được quy định như sau:
D60_K2_Da,Điểm a Khoản 2 Điều 60,Điểm,"05 năm đối với các trường hợp xử phạt tiền, cải tạo không giam giữ hoặc xử phạt tù từ 03 năm trở xuống;"
D60_K2_Db,Điểm b Khoản 2 Điều 60,Điểm,10 năm đối với các trường hợp xử phạt tù từ trên 03 năm đến 15 năm;
D60_K2_Dc,Điểm c Khoản 2 Điều 60,Điểm,15 năm đối với các trường hợp xử phạt tù từ trên 15 năm đến 30 năm;
D60_K2_Dd,Điểm d Khoản 2 Điều 60,Điểm,20 năm đối với các trường hợp xử phạt tù chung thân hoặc tử hình.
D60_K3,Khoản 3 Điều 60,Khoản,Thời hiệu thi hành bản án hình sự đối với pháp nhân thương mại là 05 năm.
D60_K4,Khoản 4 Điều 60,Khoản,"Thời hiệu thi hành bản án hình sự được tính từ ngày bản án có hiệu lực pháp luật. Nếu trong thời hạn quy định tại khoản 2 và khoản 3 Điều này, người bị kết án, pháp nhân thương mại bị kết án lại thực hiện hành vi phạm tội mới, thì thời hiệu tính lại kể từ ngày thực hiện hành vi phạm tội mới."
D60_K5,Khoản 5 Điều 60,Khoản,"Trong thời hạn quy định tại khoản 2 Điều này, người bị kết án cố tình trốn tránh và đã có quyết định truy nã, thì thời hiệu tính lại kể từ ngày người đó ra trình diện hoặc bị bắt giữ."
D61,Không áp dụng thời hiệu thi hành bản án[23] Không áp dụng thời hiệu thi hành...,Điều,"Không áp dụng thời hiệu thi hành bản án[23] Không áp dụng thời hiệu thi hành bản án đối với các tội quy định tại Chương XIII, Chương XXVI, khoản 3 và khoản 4 Điều 353, khoản 3 và khoản 4 Điều 354 của Bộ luật này."
D62,Miễn chấp hành hình phạt,Điều,Miễn chấp hành hình phạt
D62_K1,Khoản 1 Điều 62,Khoản,Người bị kết án được miễn chấp hành hình phạt khi được đặc xá hoặc đại xá.
D62_K2,Khoản 2 Điều 62,Khoản,"Người bị kết án cải tạo không giam giữ hoặc tù có thời hạn đến 03 năm chưa chấp hành hình phạt thì theo đề nghị của Viện trưởng Viện kiểm sát, Tòa án có thể quyết định miễn chấp hành hình phạt, nếu thuộc một trong các trường hợp sau đây:"
D62_K2_Da,Điểm a Khoản 2 Điều 62,Điểm,Sau khi bị kết án đã lập công;
D62_K2_Db,Điểm b Khoản 2 Điều 62,Điểm,Mắc bệnh hiểm nghèo;
D62_K2_Dc,Điểm c Khoản 2 Điều 62,Điểm,"Chấp hành tốt pháp luật, có hoàn cảnh gia đình đặc biệt khó khăn và xét thấy người đó không còn nguy hiểm cho xã hội nữa."
D62_K3,Khoản 3 Điều 62,Khoản,"Người bị kết án phạt tù có thời hạn trên 03 năm, chưa chấp hành hình phạt nếu đã lập công lớn hoặc mắc bệnh hiểm nghèo và người đó không còn nguy hiểm cho xã hội nữa, thì theo đề nghị của Viện trưởng Viện kiểm sát, Tòa án có thể quyết định miễn chấp hành toàn bộ hình phạt."
D62_K4,Khoản 4 Điều 62,Khoản,"Người bị kết án phạt tù đến 03 năm, đã được tạm đình chỉ chấp hành hình phạt, nếu trong thời gian được tạm đình chỉ mà đã lập công hoặc chấp hành tốt pháp luật, hoàn cảnh gia đình đặc biệt khó khăn và xét thấy người đó không còn nguy hiểm cho xã hội nữa, thì theo đề nghị của Viện trưởng Viện kiểm sát, Tòa án có thể quyết định miễn chấp hành phần hình phạt còn lại."
D62_K5,Khoản 5 Điều 62,Khoản,"Người bị kết án phạt tiền đã tích cực chấp hành được một phần hình phạt nhưng bị lâm vào hoàn cảnh kinh tế đặc biệt khó khăn kéo dài do thiên tai, hỏa hoạn, tai nạn hoặc ốm đau gây ra mà không thể tiếp tục chấp hành được phần hình phạt còn lại hoặc lập công lớn, thì theo đề nghị của Viện trưởng Viện kiểm sát, Tòa án có thể quyết định miễn chấp hành phần tiền phạt còn lại."
D62_K6,Khoản 6 Điều 62,Khoản,"Người bị phạt cấm cư trú hoặc quản chế, nếu đã chấp hành được một phần hai thời hạn hình phạt và cải tạo tốt, thì theo đề nghị của cơ quan có thẩm quyền, Tòa án có thể quyết định miễn chấp hành phần hình phạt còn lại."
D62_K7,Khoản 7 Điều 62,Khoản,Người được miễn chấp hành hình phạt theo quy định tại Điều này vẫn phải thực hiện đầy đủ các nghĩa vụ dân sự do Tòa án tuyên trong bản án.
D63,Giảm mức hình phạt đã tuyên,Điều,Giảm mức hình phạt đã tuyên
D63_K1,Khoản 1 Điều 63,Khoản,"Người bị kết án cải tạo không giam giữ, phạt tù có thời hạn hoặc phạt tù chung thân, nếu đã chấp hành hình phạt được một thời gian nhất định, có nhiều tiến bộ và đã bồi thường được một phần nghĩa vụ dân sự, thì theo đề nghị của cơ quan thi hành án hình sự có thẩm quyền, Tòa án có thể quyết định giảm thời hạn chấp hành hình phạt. Người bị kết án tù chung thân về tội tham ô tài sản, tội nhận hối lộ chỉ có thể được xét giảm thời hạn chấp hành hình phạt khi đã chủ động nộp lại ít nhất ba phần t"
D63_K2,Khoản 2 Điều 63,Khoản,"Một người có thể được giảm nhiều lần, nhưng phải bảo đảm chấp hành được một phần hai mức hình phạt đã tuyên. Người bị kết án tù chung thân, lần đầu được giảm xuống 30 năm tù và dù được giảm nhiều lần cũng phải bảo đảm thời hạn thực tế chấp hành hình phạt là 20 năm."
D63_K3,Khoản 3 Điều 63,Khoản,Trường hợp người bị kết án về nhiều tội trong đó có tội bị kết án phạt tù chung thân thì Tòa án chỉ xét giảm lần đầu xuống 30 năm tù sau khi đã chấp hành được 15 năm tù và dù được giảm nhiều lần nhưng vẫn phải bảo đảm thời gian thực tế chấp hành là 25 năm.
D63_K4,Khoản 4 Điều 63,Khoản,"Đối với người đã được giảm một phần hình phạt mà lại thực hiện hành vi phạm tội mới ít nghiêm trọng do cố ý, thì Tòa án chỉ xét giảm lần đầu sau khi người đó đã chấp hành được một phần hai mức hình phạt chung."
D63_K5,Khoản 5 Điều 63,Khoản,"Đối với người đã được giảm một phần hình phạt mà lại thực hiện hành vi phạm tội mới nghiêm trọng, rất nghiêm trọng hoặc đặc biệt nghiêm trọng, thì Tòa án chỉ xét giảm lần đầu sau khi người đó đã chấp hành được hai phần ba mức hình phạt chung hoặc trường hợp hình phạt chung là tù chung thân thì việc xét giảm án thực hiện theo quy định tại khoản 3 Điều này."
D63_K6,Khoản 6 Điều 63,Khoản,Đối với người bị kết án tử hình được ân giảm hoặc người bị kết án tử hình thuộc trường hợp quy định tại khoản 3 Điều 40 của Bộ luật này thì thời gian đã chấp hành hình phạt để được xét giảm lần đầu là 25 năm và dù được giảm nhiều lần nhưng vẫn phải bảo đảm thời hạn thực tế chấp hành hình phạt là 30 năm.
D64,Giảm thời hạn chấp hành hình phạt trong trường hợp đặc biệt Người bị kết án có...,Điều,"Giảm thời hạn chấp hành hình phạt trong trường hợp đặc biệt Người bị kết án có lý do đáng được khoan hồng thêm như đã lập công, đã quá già yếu hoặc mắc bệnh hiểm nghèo, thì Tòa án có thể xét giảm vào thời gian sớm hơn hoặc với mức cao hơn so với thời gian và mức quy định tại Điều 63 của Bộ luật này."
D65,Án treo,Điều,Án treo
D65_K1,Khoản 1 Điều 65,Khoản,"Khi xử phạt tù không quá 03 năm, căn cứ vào nhân thân của người phạm tội và các tình tiết giảm nhẹ, nếu xét thấy không cần phải bắt chấp hành hình phạt tù, thì Tòa án cho hưởng án treo và ấn định thời gian thử thách từ 01 năm đến 05 năm và thực hiện các nghĩa vụ trong thời gian thử thách theo quy định của Luật Thi hành án hình sự."
D65_K2,Khoản 2 Điều 65,Khoản,"Trong thời gian thử thách, Tòa án giao người được hưởng án treo cho cơ quan, tổ chức nơi người đó làm việc hoặc chính quyền địa phương nơi người đó cư trú để giám sát, giáo dục. Gia đình người bị kết án có trách nhiệm phối hợp với cơ quan, tổ chức, chính quyền địa phương trong việc giám sát, giáo dục người đó."
D65_K3,Khoản 3 Điều 65,Khoản,Tòa án có thể quyết định áp dụng đối với người được hưởng án treo hình phạt bổ sung nếu trong điều luật áp dụng có quy định hình phạt này.
D65_K4,Khoản 4 Điều 65,Khoản,"Người được hưởng án treo đã chấp hành được một phần hai thời gian thử thách và có nhiều tiến bộ thì theo đề nghị của cơ quan, tổ chức có trách nhiệm giám sát, giáo dục, Tòa án có thể quyết định rút ngắn thời gian thử thách."
D65_K5,Khoản 5 Điều 65,Khoản,"Trong thời gian thử thách, nếu người được hưởng án treo cố ý vi phạm nghĩa vụ theo quy định của Luật Thi hành án hình sự 02 lần trở lên, thì Tòa án có thể quyết định buộc người đó phải chấp hành hình phạt tù của bản án đã cho hưởng án treo. Trường hợp thực hiện hành vi phạm tội mới thì Tòa án buộc người đó phải chấp hành hình phạt của bản án trước và tổng hợp với hình phạt của bản án mới theo quy định tại Điều 56 của Bộ luật này."
D66,Tha tù trước thời hạn có điều kiện,Điều,Tha tù trước thời hạn có điều kiện
D66_K1,Khoản 1 Điều 66,Khoản,"Người đang chấp hành án phạt tù về tội phạm nghiêm trọng, tội phạm rất nghiêm trọng hoặc tội phạm đặc biệt nghiêm trọng mà đã được giảm thời hạn chấp hành án phạt tù hoặc người đang chấp hành án phạt tù về tội phạm ít nghiêm trọng có thể được tha tù trước thời hạn khi có đủ các điều kiện sau đây:"
D66_K1_Da,Điểm a Khoản 1 Điều 66,Điểm,Phạm tội lần đầu;
D66_K1_Db,Điểm b Khoản 1 Điều 66,Điểm,"Có nhiều tiến bộ, có ý thức cải tạo tốt;"
D66_K1_Dc,Điểm c Khoản 1 Điều 66,Điểm,Có nơi cư trú rõ ràng;
D66_K1_Dd,Điểm d Khoản 1 Điều 66,Điểm,"Đã chấp hành xong hình phạt bổ sung là hình phạt tiền, nghĩa vụ bồi thường thiệt hại và án phí;"
D66_K1_De,Điểm e Khoản 1 Điều 66,Điểm,Không thuộc một trong các trường hợp phạm tội quy định tại khoản 2 Điều này.
D66_K1_Dđ,Điểm đ Khoản 1 Điều 66,Điểm,"Đã chấp hành được ít nhất là một phần hai mức phạt tù có thời hạn hoặc ít nhất là 15 năm đối với trường hợp bị phạt tù chung thân nhưng đã được giảm xuống tù có thời hạn. Trường hợp người phạm tội là người có công với cách mạng, thân nhân của người có công với cách mạng, người đủ 70 tuổi trở lên, người khuyết tật nặng hoặc khuyết tật đặc biệt nặng, phụ nữ đang nuôi con dưới 36 tháng tuổi thì phải chấp hành được ít nhất là một phần ba mức phạt tù có thời hạn hoặc ít nhất là 12 năm đối v"
D66_K2,Khoản 2 Điều 66,Khoản,Không áp dụng quy định của Điều này đối với người bị kết án thuộc một trong các trường hợp sau đây:
D66_K2_Da,Điểm a Khoản 2 Điều 66,Điểm,"Người bị kết án về một trong các tội quy định tại Chương XIII, Chương XXVI, Điều 299 của Bộ luật này; người bị kết án 10 năm tù trở lên về một trong các tội quy định tại Chương XIV của Bộ luật này do cố ý hoặc người bị kết án 07 năm tù trở lên đối với một trong các tội quy định tại các điều 168, 169, 248, 251 và 252 của Bộ luật này;"
D66_K2_Db,Điểm b Khoản 2 Điều 66,Điểm,Người bị kết án tử hình được ân giảm hoặc thuộc trường hợp quy định tại khoản 3 Điều 40 của Bộ luật này.
D66_K3,Khoản 3 Điều 66,Khoản,"Theo đề nghị của cơ quan thi hành án hình sự có thẩm quyền, Tòa án quyết định tha tù trước thời hạn có điều kiện đối với người bị kết án. Người được tha tù trước thời hạn có điều kiện phải thực hiện các nghĩa vụ trong thời gian thử thách. Thời gian thử thách bằng thời gian còn lại của hình phạt tù."
D66_K4,Khoản 4 Điều 66,Khoản,"Người được tha tù trước thời hạn có điều kiện cố ý vi phạm nghĩa vụ 02 lần trở lên hoặc bị xử phạt vi phạm hành chính 02 lần trở lên trong thời gian thử thách, thì Tòa án có thể hủy bỏ quyết định tha tù trước thời hạn có điều kiện đối với người đó và buộc họ phải chấp hành phần hình phạt tù còn lại chưa chấp hành. Nếu người đó thực hiện hành vi phạm tội mới trong thời gian thử thách thì Tòa án buộc người đó chấp hành hình phạt của bản án mới và tổng hợp với phần hình phạt tù chưa chấp "
D66_K5,Khoản 5 Điều 66,Khoản,"Người được tha tù trước thời hạn có điều kiện đã chấp hành được ít nhất là một phần hai thời gian thử thách và có nhiều tiến bộ thì theo đề nghị của cơ quan thi hành án hình sự có thẩm quyền, Tòa án có thể quyết định rút ngắn thời gian thử thách."
D67,Hoãn chấp hành hình phạt tù,Điều,Hoãn chấp hành hình phạt tù
D67_K1,Khoản 1 Điều 67,Khoản,Người bị xử phạt tù có thể được hoãn chấp hành hình phạt trong các trường hợp sau đây:
D67_K1_Da,Điểm a Khoản 1 Điều 67,Điểm,Bị bệnh nặng thì được hoãn cho đến khi sức khỏe được hồi phục;
D67_K1_Db,Điểm b Khoản 1 Điều 67,Điểm,"Phụ nữ có thai hoặc đang nuôi con dưới 36 tháng tuổi, thì được hoãn cho đến khi con đủ 36 tháng tuổi;"
D67_K1_Dc,Điểm c Khoản 1 Điều 67,Điểm,"Là người lao động duy nhất trong gia đình, nếu phải chấp hành hình phạt tù thì gia đình sẽ gặp khó khăn đặc biệt, được hoãn đến 01 năm, trừ trường hợp người đó bị kết án về các tội xâm phạm an ninh quốc gia hoặc các tội khác là tội phạm rất nghiêm trọng, tội phạm đặc biệt nghiêm trọng;"
D67_K1_Dd,Điểm d Khoản 1 Điều 67,Điểm,"Bị kết án về tội phạm ít nghiêm trọng, do nhu cầu công vụ, thì được hoãn đến 01 năm."
D67_K2,Khoản 2 Điều 67,Khoản,"Trong thời gian được hoãn chấp hành hình phạt tù, nếu người được hoãn chấp hành hình phạt lại thực hiện hành vi phạm tội mới, thì Tòa án buộc người đó phải chấp hành hình phạt trước và tổng hợp với hình phạt của bản án mới theo quy định tại Điều 56 của Bộ luật này."
D68,Tạm đình chỉ chấp hành hình phạt tù,Điều,Tạm đình chỉ chấp hành hình phạt tù
D68_K1,Khoản 1 Điều 68,Khoản,"Người đang chấp hành hình phạt tù mà thuộc một trong các trường hợp quy định tại khoản 1 Điều 67 của Bộ luật này, thì có thể được tạm đình chỉ chấp hành hình phạt tù."
D68_K2,Khoản 2 Điều 68,Khoản,Thời gian tạm đình chỉ không được tính vào thời gian chấp hành hình phạt tù. XÓA ÁN TÍCH
D69,Xóa án tích,Điều,Xóa án tích
D69_K1,Khoản 1 Điều 69,Khoản,Người bị kết án được xóa án tích theo quy định tại các điều từ Điều 70 đến Điều 73 của Bộ luật này. Người được xóa án tích coi như chưa bị kết án.
D69_K2,Khoản 2 Điều 69,Khoản,"Người bị kết án do lỗi vô ý về tội phạm ít nghiêm trọng, tội phạm nghiêm trọng và người được miễn hình phạt không bị coi là có án tích."
D70,Đương nhiên được xóa án tích,Điều,Đương nhiên được xóa án tích
D70_K1,Khoản 1 Điều 70,Khoản,"Đương nhiên được xóa án tích được áp dụng đối với người bị kết án không phải về các tội quy định tại Chương XIII và Chương XXVI của Bộ luật này khi họ đã chấp hành xong hình phạt chính, thời gian thử thách án treo hoặc hết thời hiệu thi hành bản án và đáp ứng các điều kiện quy định tại khoản 2 và khoản 3 Điều này."
D70_K2,Khoản 2 Điều 70,Khoản,"Người bị kết án đương nhiên được xóa án tích, nếu từ khi chấp hành xong hình phạt chính hoặc hết thời gian thử thách án treo, người đó đã chấp hành xong hình phạt bổ sung, các quyết định khác của bản án và không thực hiện hành vi phạm tội mới trong thời hạn sau đây:"
D70_K2_Da,Điểm a Khoản 2 Điều 70,Điểm,"01 năm trong trường hợp bị phạt cảnh cáo, phạt tiền, cải tạo không giam giữ, phạt tù nhưng được hưởng án treo;"
D70_K2_Db,Điểm b Khoản 2 Điều 70,Điểm,02 năm trong trong trường hợp bị phạt tù đến 05 năm;
D70_K2_Dc,Điểm c Khoản 2 Điều 70,Điểm,03 năm trong trường hợp bị phạt tù từ trên 05 năm đến 15 năm;
D70_K2_Dd,Điểm d Khoản 2 Điều 70,Điểm,"05 năm trong trường hợp bị phạt tù từ trên 15 năm, tù chung thân hoặc tử hình nhưng đã được giảm án. Trường hợp người bị kết án đang chấp hành hình phạt bổ sung là quản chế, cấm cư trú, cấm đảm nhiệm chức vụ, cấm hành nghề hoặc làm công việc nhất định, tước một số quyền công dân mà thời hạn phải chấp hành dài hơn thời hạn quy định tại các điểm a, b và c khoản này thì thời hạn đương nhiên được xóa án tích sẽ hết vào thời điểm người đó chấp hành xong hình phạt bổ sung."
D70_K3,Khoản 3 Điều 70,Khoản,"Người bị kết án đương nhiên được xóa án tích, nếu từ khi hết thời hiệu thi hành bản án, người đó không thực hiện hành vi phạm tội mới trong thời hạn quy định tại khoản 2 Điều này."
D70_K4,Khoản 4 Điều 70,Khoản,"Cơ quan quản lý cơ sở dữ liệu lý lịch tư pháp có trách nhiệm cập nhật thông tin về tình hình án tích của người bị kết án và khi có yêu cầu thì cấp phiếu lý lịch tư pháp xác nhận không có án tích, nếu có đủ điều kiện quy định tại khoản 2 hoặc khoản 3 Điều này."
D71,Xóa án tích theo quyết định của Tòa án[29],Điều,Xóa án tích theo quyết định của Tòa án[29]
D71_K1,Khoản 1 Điều 71,Khoản,"Xóa án tích theo quyết định của Tòa án được áp dụng đối với người bị kết án về một trong các tội quy định tại Chương XIII và Chương XXVI của Bộ luật này. Tòa án quyết định việc xóa án tích đối với người bị kết án căn cứ vào tính chất của tội phạm đã thực hiện, thái độ chấp hành pháp luật, thái độ lao động của người bị kết án và các điều kiện quy định tại khoản 2 Điều này."
D71_K2,Khoản 2 Điều 71,Khoản,"Người bị kết án được Tòa án quyết định việc xóa án tích, nếu từ khi chấp hành xong hình phạt chính hoặc hết thời gian thử thách án treo, người đó đã chấp hành xong hình phạt bổ sung, các quyết định khác của bản án và không thực hiện hành vi phạm tội mới trong thời hạn sau đây:"
D71_K2_Da,Điểm a Khoản 2 Điều 71,Điểm,"01 năm trong trường hợp bị phạt cảnh cáo, phạt cải tạo không giam giữ, phạt tù nhưng được hưởng án treo;"
